EventID,Field,Value,Hexadecimal,Translation,Notes
,,"346bccf7-9e04-4170-bc14-5d08bb9db519",,"ms-Exch-UM-Dial-Plan-Flags-2",
,,"4921466a-0e39-4c89-8998-a2e811a6422e",,"ms-Exch-UM-Dial-Plan-Prompt-Change-Key",
,,"43260d82-0bfa-4f79-92f1-48c7da87de4a",,"ms-Exch-UM-Dial-Plan-Subscriber-Type",
,,"1fa2724e-c041-465c-9b28-437592f46d2e",,"ms-Exch-UM-Dial-Plan-Subscribers-Allowed",
,,"445f3571-b0ff-4fb5-9f18-fc0e3ac9056d",,"ms-Exch-UM-Dial-Plan-Timezone",
,,"24359755-64c6-4cb2-8a66-3b0ea6b2d14a",,"ms-Exch-UM-Dial-Plan-URI-Type",
,,"1ce9e84d-9e00-47cf-8175-79bd6ac45f65",,"ms-Exch-UM-Dial-Plan-Voip-Security",
,,"c7e4d7e8-51c9-478a-b47e-7c494f415a84",,"ms-Exch-UM-Disambiguation-Field",
,,"614aea82-abc6-4dd0-a148-d67a59c72816",,"ms-Exch-UM-Dtmf-Map",
,,"2d485eee-45e1-4902-add1-5630d25d13c2",,"ms-Exch-UM-Enabled-Flags",
,,"1b694237-473d-40a1-8fd6-24b0d4d5e543",,"ms-Exch-UM-Enabled-Flags-2",
,,"794da169-b990-4a36-800a-778cc544fe96",,"ms-Exch-UM-Enabled-Text",
,,"81884566-dd95-4e2a-add4-81886429fc37",,"ms-Exch-UM-Equivalence-Dial-Plan",
,,"1b789576-7616-4964-b1e5-f1ce4bd14f76",,"ms-Exch-UM-Equivalent-Dial-Plan-Phone-Contexts",
,,"e3a943d5-1455-48a3-81f5-682791acd0df",,"ms-Exch-UM-Extension-Length-Numbers-Allowed",
,,"2abd9bd9-c06d-4dd7-9f77-76e46f6c35bb",,"ms-Exch-UM-Fax-Enabled",
,,"dcac508b-52c4-4cf8-b0be-fa9a422a492a",,"ms-Exch-UM-Fax-Id",
,,"d4682ca4-be37-4810-80b1-817b9bb7aa54",,"ms-Exch-UM-Fax-Message-Text",
,,"0cf8ac45-f6e3-4d95-8dd0-886010210a90",,"ms-Exch-UM-Fax-Server-URI",
,,"1d26dfdf-c256-4788-85a0-31c98093abb0",,"ms-Exch-UM-Forwarding-Address-Template",
,,"ffbf89f2-39c1-4841-bd74-aac76b2691da",,"ms-Exch-UM-Global-Call-Routing-Scheme",
,,"7aa1de79-8152-4570-8362-709d2044ba67",,"ms-Exch-UM-Grammar-Generation-Schedule",
,,"0b41a421-8532-4a93-b1e3-aa0466c0c545",,"ms-Exch-UM-Hunt-Group",
,,"cdccf74c-aa82-402b-a867-6d3ed1f646ec",,"ms-Exch-UM-Hunt-Group-Dial-Plan-BL",
,,"db87dade-2355-451b-866e-874bdab991b3",,"ms-Exch-UM-Hunt-Group-Dial-Plan-Link",
,,"98d10a9f-7284-4ec5-a71d-e991814f16a0",,"ms-Exch-UM-Hunt-Group-Number",
,,"2f786350-069f-46a1-a4a2-a92bbc541915",,"ms-Exch-UM-IP-Gateway",
,,"f6c99325-c9ac-4621-803a-1686fa91f80d",,"ms-Exch-UM-IP-Gateway-Address",
,,"adca03c2-812a-4bfa-8893-5e9245b4bbcd",,"ms-Exch-UM-IP-Gateway-Dial-Plan-BL",
,,"8b6ce8ad-6277-451e-bb55-d3be3bcf2e09",,"ms-Exch-UM-IP-Gateway-Dial-Plan-Link",
,,"e90e1596-b180-4b6c-ba5d-56df9756221c",,"ms-Exch-UM-IP-Gateway-Flags",
,,"266dad64-474d-4566-af9b-7218d32fa128",,"ms-Exch-UM-IP-Gateway-Flags2",
,,"4582535e-3200-4cc6-8213-6e463dd5bd42",,"ms-Exch-UM-IP-Gateway-Port",
,,"d4cfc428-bb85-47aa-8ec1-278ceac88d68",,"ms-Exch-UM-IP-Gateway-Server-BL",
,,"dd25ebf7-f122-4aab-a329-91721632e3fb",,"ms-Exch-UM-IP-Gateway-Server-Link",
,,"c52024d1-0ec8-47c6-bf01-552aaf5ce5b5",,"ms-Exch-UM-IP-Gateway-Status",
,,"ee86a892-9d7d-4d13-b62a-ba977ed40fa4",,"ms-Exch-UM-In-Country-Number-Format",
,,"278cc83b-86f0-4d5a-9c39-a5c7bb4a5374",,"ms-Exch-UM-Info-Announcement-File",
,,"4de0da5f-5999-49bf-94c7-62c0d3c8b440",,"ms-Exch-UM-Info-Announcement-Status",
,,"420ee35e-9c09-40e7-87e2-96576f1288bf",,"ms-Exch-UM-Input-Retries",
,,"6f0a488e-2b67-4b73-928e-63978c5f01c5",,"ms-Exch-UM-Input-Timeout",
,,"e5d4865f-e398-4723-8b82-6757bd0e87a4",,"ms-Exch-UM-International-Access-Code",
,,"2171fdad-a153-4d30-ba8e-c61114040f0e",,"ms-Exch-UM-International-Number-Format",
,,"82408606-c95f-4a2f-a5d8-5bfc5b8d4454",,"ms-Exch-UM-List-In-Directory-Search",
,,"15187b7d-6b61-494d-ae2f-3dddd489d784",,"ms-Exch-UM-Load-Balancer-FQDN",
,,"25b9bc6b-9dbc-43ce-a23d-cbf05a70f3de",,"ms-Exch-UM-Logon-Failures-Before-Disconnect",
,,"74bc3ecb-d7ae-4ae4-b333-4cd2015def9a",,"ms-Exch-UM-Logon-Failures-Before-PIN-Reset",
,,"1d2c9e74-2d99-425a-b716-b58ec3029579",,"ms-Exch-UM-Mailbox-OVA-Language",
,,"40d8e068-45e2-46b8-b4f9-c5947a712bae",,"ms-Exch-UM-Mailbox-Policy-Dial-Plan-BL",
,,"a1d0c37e-190c-4c3e-8d89-ad5cdfeaf154",,"ms-Exch-UM-Mailbox-Policy-Dial-Plan-Link",
,,"e1c0b4e1-f7b4-4835-91a9-868e09654581",,"ms-Exch-UM-Max-Call-Duration",
,,"aaf0f4ba-6575-4ad1-bacc-bb8555633acf",,"ms-Exch-UM-Max-Greeting-Duration",
,,"9d8d29c0-035e-4ede-a92d-4d49bfebec1d",,"ms-Exch-UM-Max-Recording-Duration",
,,"7e9b836f-c72a-4ca4-9145-4e1ada4da043",,"ms-Exch-UM-Maximum-ASR-Sessions-Allowed",
,,"2d3fe625-6f64-4c35-ad11-e3a7a2edfcc2",,"ms-Exch-UM-Maximum-Calls-Allowed",
,,"da7b007c-9a9d-4f1e-b1e9-a36f13e7d80f",,"ms-Exch-UM-Maximum-Fax-Calls-Allowed",
,,"d545bc47-f737-4b36-93ef-1190a3107f52",,"ms-Exch-UM-Maximum-TTS-Sessions-Allowed",
,,"1b030331-f01c-4b1f-b7ff-28ab13f1092d",,"ms-Exch-UM-Missed-Call-Text",
,,"4b957237-17aa-41ac-91ea-c10abb2aaadf",,"ms-Exch-UM-NDR-Req-Enabled",
,,"7baaf723-7088-4d0f-b44b-df54da6689a4",,"ms-Exch-UM-National-Number-Prefix",
,,"22249203-2d28-47eb-908a-0eeba73c7846",,"ms-Exch-UM-Numbering-Plan-Digits",
,,"844d4cfe-f6c9-465c-8ae5-a29a7ee6eb75",,"ms-Exch-UM-Operator-Extension",
,,"8430c102-39d3-4162-8db3-2edf25cd72fc",,"ms-Exch-UM-Operator-Number",
,,"613b0b02-2659-44ed-bcec-b65fbe6ddbe4",,"ms-Exch-UM-Outcalls-Allowed",
,,"871e9fe9-f0a9-4f3d-a41e-c50a287ffa18",,"ms-Exch-UM-Override-Extension",
,,"ce73e8d2-a5fb-4726-872f-8c5c5ed93fd9",,"ms-Exch-UM-Phone-Context",
,,"a70b57d8-b3f0-49bc-aed8-b128572dd704",,"ms-Exch-UM-Phone-Provider",
,,"8e035619-633d-41c8-857e-7bc1b4523ece",,"ms-Exch-UM-Pilot-Identifier",
,,"3263e3b8-fd6b-4c60-87f2-34bdaa9d69eb",,"ms-Exch-UM-Pin-Checksum",
,,"7cd75e34-4eed-4c36-9072-c2a56ace2653",,"ms-Exch-UM-Pin-Policy-Account-Lockout-Failures",
,,"0b0bb4db-2314-498e-b31d-a2b35c728785",,"ms-Exch-UM-Pin-Policy-Disallow-Common-Patterns",
,,"fd574ebb-3a5a-4eb6-bb0d-9871f5f0f3a8",,"ms-Exch-UM-Pin-Policy-Expiry-Days",
,,"a42f1dd3-9e15-41b3-9455-c70c6bd28d91",,"ms-Exch-UM-Pin-Policy-Min-Password-Length",
,,"c710a868-29e8-4a98-9f56-d174a62d2a37",,"ms-Exch-UM-Pin-Policy-Number-Of-Previous-Passwords-Disallowed",
,,"294269b1-8313-4d92-b3cc-1aab5ce941a4",,"ms-Exch-UM-Protect-Authenticated-Voice-Mail",
,,"8782bb5c-de7e-4437-a6cd-739c4fbb2498",,"ms-Exch-UM-Protect-Unauthenticated-Voice-Mail",
,,"f54e6394-a272-4eb5-a3f2-ac81155a3d07",,"ms-Exch-UM-Protected-Voice-Mail-Text",
,,"58d9d3b8-2878-49b9-9e97-819d3673957e",,"ms-Exch-UM-Query-Base-DN",
,,"2a5b8522-d348-49d6-a449-ccad864575e4",,"ms-Exch-UM-Recipient-Dial-Plan-BL",
,,"fd75c1d0-0c22-4bd8-95b7-686426c38908",,"ms-Exch-UM-Recipient-Dial-Plan-Link",
,,"c632ff49-d5dd-4e98-94ba-ef992b548b1f",,"ms-Exch-UM-Recipient-Template",
,,"4aba3af6-4a35-452b-b30a-225584012350",,"ms-Exch-UM-Recording-Idle-Timeout",
,,"02b93bf4-23f7-4701-80c4-dfcb2826d5be",,"ms-Exch-UM-Redirect-Target",
,,"65fa81dd-38eb-43fa-b071-e1e9ccc1968e",,"ms-Exch-UM-Require-Protected-Play-On-Phone",
,,"27d13f09-6f58-435a-8940-8c1dd934c7ee",,"ms-Exch-UM-Reset-PIN-Text",
,,"5d088af5-7397-43ea-9b24-d239997c353e",,"ms-Exch-UM-Reset-Password-Value",
,,"ee4c2a9b-6f25-4351-b61f-9ad86a57333d",,"ms-Exch-UM-Send-Voice-Message-Enabled",
,,"4aaf894c-70cc-4bf1-824f-3e01c6036e9c",,"ms-Exch-UM-Send-Voice-Message-Scope",
,,"bdd16b37-af15-48f8-b210-cdd1cca1373a",,"ms-Exch-UM-Server-Dial-Plan-BL",
,,"33f4087f-32ea-401b-b5e6-88668daae04b",,"ms-Exch-UM-Server-Dial-Plan-Link",
,,"9ac6d2f7-250c-4ded-8023-fb679c89e270",,"ms-Exch-UM-Server-Status",
,,"5e353847-f36c-48be-a7f7-49685402503c",,"ms-Exch-UM-Server-Writable-Flags",
,,"ccb9c1df-50f7-4cf7-b317-04103f532811",,"ms-Exch-UM-Site-Redirect-Target",
,,"15375d93-18e3-495a-9a6d-ff317f9dd56b",,"ms-Exch-UM-Source-Forest-Policy-Names",
,,"237dfb6a-5921-4b3e-8fdb-3549f5e604c4",,"ms-Exch-UM-Speech-Grammar-Filter-List",
,,"2cc06e9d-6f7e-426a-8825-0215de176e11",,"ms-Exch-UM-Spoken-Name",
,,"623940a0-56e8-4bf5-8fe0-27dc1f9ce6f6",,"ms-Exch-UM-Startup-Mode",
,,"0a4e5c52-f0be-4172-bad3-275a6692a973",,"ms-Exch-UM-Tcp-Listening-Port",
,,"da3a5720-293f-4499-a7f4-d9a088f9df25",,"ms-Exch-UM-Template-BL",
,,"8cd81343-90ca-447b-9a0f-e57376453f55",,"ms-Exch-UM-Template-Link",
,,"cbe22f1a-9f6f-46c9-9369-0c7375d54dce",,"ms-Exch-UM-Throttling-Policy-State",
,,"c50df835-d4bd-4f62-8260-4647e29dbe18",,"ms-Exch-UM-Time-Zone",
,,"bd87c4b6-beb5-44d6-bcb7-65ea26c7bef8",,"ms-Exch-UM-Tls-Listening-Port",
,,"bd82b92c-faaa-40d2-8f0a-f2c13ca8e927",,"ms-Exch-UM-Trunk-Access-Code",
,,"c0d365d9-5fca-456a-a0cc-4c794efdf19d",,"ms-Exch-UM-Virtual-Directory",
,,"4b894f61-bd29-4680-9dae-a26238f896db",,"ms-Exch-UM-Voice-Mail-Originator",
,,"e60110ec-966a-4a80-86de-2bd38624e5f1",,"ms-Exch-UM-Voice-Mail-Pilot-Numbers",
,,"29bfbee0-8b87-45c2-8c93-8470194eeb7e",,"ms-Exch-UM-Voice-Mail-Text",
,,"f4395158-afcc-4900-8989-1a437ba72fda",,"ms-Exch-UM-Week-Start-Day",
,,"6e2f83b6-ad2c-436d-a475-40fc0767c770",,"ms-Exch-UM-Welcome-Greeting-Enabled",
,,"4820ef72-d2bd-40d1-be57-6fbd7480a5ff",,"ms-Exch-UM-Welcome-Greeting-File",
,,"8c07dc94-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-UNC-Password",
,,"8be8de02-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-UNC-Username",
,,"c5ccdce1-b399-405f-8ab7-bc6434d2e422",,"ms-Exch-Uce",
,,"9f297c14-d715-4631-a259-bf51dc52eac1",,"ms-Exch-Uce-Block-Threshold",
,,"15e2db2e-7206-4109-9b94-830f4def1b05",,"ms-Exch-Uce-Enabled",
,,"44ccbd60-6ede-46f0-8f13-931a9bb5b8e8",,"ms-Exch-Uce-Store-Action-Threshold",
,,"a8df7495-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Unauth-Orig",
,,"a8df7496-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Unauth-Orig-BL",
,,"50e31ed7-3cb9-4c9e-805e-85a6509f5cba",,"ms-Exch-Unified-Mailbox",
,,"251b13e4-5758-4d8f-bb4e-d43adbbd02a2",,"ms-Exch-Unified-Policy",
,,"2f48dfc6-fdb8-479a-91ce-3050866c8885",,"ms-Exch-Unified-Rule",
,,"9947d64e-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Unmerged-Atts",
,,"a5924ad4-c597-4db1-8f9d-1799909dc166",,"ms-Exch-Unmerged-Atts-Pt",
,,"53a4f32b-0527-4e1a-8c2e-49c25296131b",,"ms-Exch-Urgent-Critical",
,,"20e5fbb8-a94a-4849-b5b5-cd506461021d",,"ms-Exch-Urgent-Overloaded",
,,"956dc8db-bcc4-479b-8b3f-f6adff9e7a5c",,"ms-Exch-Urgent-Underloaded",
,,"a3738710-8a70-4614-8148-f63e1ad98992",,"ms-Exch-Usage-Location",
,,"d77d49f8-7946-48cd-8a1c-9f3fd303abfe",,"ms-Exch-Use-Excluded-Mailbox-Databases",
,,"7cc75747-9eef-42e4-9e43-9b2d578c3110",,"ms-Exch-Use-Included-Mailbox-Databases",
,,"2209550c-b099-11d2-aa06-00c04f8eedd8",,"ms-Exch-Use-OAB",
,,"22428d7c-b099-11d2-aa06-00c04f8eedd8",,"ms-Exch-Use-OAB-BL",
,,"a8df7497-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Use-Site-Values",
,,"f0f8ffa8-1191-11d0-a060-00aa006c33ed",,"ms-Exch-Usenet-Site-Name",
,,"07c31f12-a3e8-4fa0-af8e-4932c75b2241",,"ms-Exch-User-Account-Control",
,,"8f53f939-becb-42d3-b487-4412adbd29ef",,"ms-Exch-User-BL",
,,"275b2f54-982d-4dcd-b0ad-e53501445efb",,"ms-Exch-User-Culture",
,,"a3ef7e6c-3809-4925-ad0f-00c7530da5a4",,"ms-Exch-User-Display-Name",
,,"2432acdb-71c4-4d45-b5aa-9beee36630fe",,"ms-Exch-User-Hold-Policies",
,,"f2c1c085-8f56-457e-9add-7b23772ba6f0",,"ms-Exch-User-Link",
,,"2d0977eb-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-VPIM-Convert-Inbound",
,,"2d0977f1-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-VPIM-Convert-Outbound",
,,"1280170a-3e6d-4382-a5ea-3a528e6ff510",,"ms-Exch-Version",
,,"28009b8e-9876-44f3-b907-a3bf06d3cc1f",,"ms-Exch-Virtual-Directory",
,,"46a16e32-8cb1-4703-a6bf-a7ada5bfcb81",,"ms-Exch-Virtual-Directory-Flags",
,,"22770138-b099-11d2-aa06-00c04f8eedd8",,"ms-Exch-Visibility-Mask",
,,"b0e0f854-7d8c-474f-b928-26e3ed9a760e",,"ms-Exch-Voice-Mail-Preview-Partner-Address",
,,"52419e4e-728d-4171-a3dc-15f8d8d48203",,"ms-Exch-Voice-Mail-Preview-Partner-Assigned-ID",
,,"f02a2fa9-9ff4-4802-95fc-6214aef0f89e",,"ms-Exch-Voice-Mail-Preview-Partner-Max-Delivery-Delay",
,,"792e914e-366d-4f3d-8076-84650ee32af0",,"ms-Exch-Voice-Mail-Preview-Partner-Max-Message-Duration",
,,"567d5200-2f6a-11d3-aa6c-00c04f8eedd8",,"ms-Exch-Voice-Mailbox-ID",
,,"76800e0b-f5c6-4cf8-9e4d-ed332278cce5",,"ms-Exch-WAC-Discovery-Endpoint",
,,"8df7c5b4-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Web-Access-Name",
,,"d34e9d76-5269-4ed9-b91a-2f2a4b20a5cf",,"ms-Exch-Web-Services-Virtual-Directory",
,,"8155535e-9d28-4610-95b9-724d59226f1a",,"ms-Exch-When-Mailbox-Created",
,,"fe4d6a0e-ff41-465d-aa6b-14e5662729c4",,"ms-Exch-When-Soft-Deleted-Time",
,,"b609a3eb-6132-42c2-8b46-e98f22160830",,"ms-Exch-Windows-Live-Account-URL",
,,"819da0a6-e7e6-42fc-ac40-416cfe0c6627",,"ms-Exch-Windows-Live-Account-URL-Enabled",
,,"71337be6-4610-494a-afe0-62e1ada38707",,"ms-Exch-Windows-Live-ID",
,,"299c9b83-cdba-4474-8e24-b1c2dcd03d78",,"ms-Exch-Workload-Classification",
,,"5aed518b-aafb-4179-99d8-fb17ebb5ca8b",,"ms-Exch-Workload-Management-Is-Enabled",
,,"df1e337e-2931-4416-bd27-73c404ca1362",,"ms-Exch-Workload-Management-Policy",
,,"05d6fa4b-2825-4d9a-bc56-2643b5db5973",,"ms-Exch-Workload-Management-Policy-BL",
,,"da290529-bf64-45e4-969c-88dc5cb914ce",,"ms-Exch-Workload-Management-Policy-Link",
,,"8ca25026-95d9-4d2c-a2bc-5c464a607071",,"ms-Exch-Workload-Policy",
,,"8eb8900d-0850-4a4d-b0fd-7daa67ef921e",,"ms-Exch-Workload-Type",
,,"a8df749b-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X25-Call-User-Data-Incoming",
,,"a8df749c-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X25-Call-User-Data-Outgoing",
,,"a8df749d-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X25-Facilities-Data-Incoming",
,,"a8df749e-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X25-Facilities-Data-Outgoing",
,,"a8df749f-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X25-Leased-Line-Port",
,,"a8df74a0-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X25-Leased-Or-Switched",
,,"a8df74a1-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X25-Remote-MTA-Phone",
,,"a8df74de-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X25-Stack",
,,"a8df74df-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X25-X400-Link",
,,"a8df74a2-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X400-Attachment-Type",
,,"a8df74e0-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X400-Link",
,,"a8df74a3-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-X400-Selector-Syntax",
,,"167758c6-47f3-11d1-a9c3-0000f80367c1",,"ms-Exch-X500-NC",
,,"bf967a7d-0de6-11d0-a285-00aa003049e2",,"ms-Exch-X500-RDN",
,,"a8df74a4-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-XMIT-Timeout-Non-Urgent",
,,"a8df74a5-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-XMIT-Timeout-Normal",
,,"1482fed4-b098-11d2-aa06-00c04f8eedd8",,"ms-Exch-XMIT-Timeout-Urgent",
,,"94caa8da-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ccMail-ADE-Prop",
,,"b8d47e43-4b78-11d3-aa75-00c04f8eedd8",,"ms-Exch-ccMail-Connect-As-Password",
,,"b8d47e3c-4b78-11d3-aa75-00c04f8eedd8",,"ms-Exch-ccMail-Connect-As-Userid",
,,"e85710b6-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-ccMail-Connector",
,,"950b0858-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ccMail-Filter-Type",
,,"952a06ea-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ccMail-Import-Export-Version",
,,"9546a322-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ccMail-Keep-Forward-History",
,,"95633f5a-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ccMail-PO-Name",
,,"98ed3cf2-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ccMail-PO-Path",
,,"4634194c-4a93-11d3-aa73-00c04f8eedd8",,"ms-Exch-ccMail-Password",
,,,,"ms-Mcs-AdmPwd",
,,"fe7afe45-3d14-43a7-afa7-3a1b144642af",,"ms-Mcs-AdmPwdExpirationTime",
,,"eded5844-b3c3-41c3-a9e6-8984b52b7f98",,"ms-Org-Group-Subtype-Name",
,,"49b7560b-4707-4aa0-a27c-e17a09ca3f97",,"ms-Org-Is-Organizational-Group",
,,"ee5b6790-3358-41a8-93f2-134ce21f3813",,"ms-Org-Leaders",
,,"afa58eed-a698-417e-9f56-fad54252c5f4",,"ms-Org-Leaders-BL",
,,"8f905f24-a413-435a-8ed1-35385ec179f7",,"ms-Org-Other-Display-Names",
,,"2afeea90-7037-4b84-b611-6cc0db001851",,"ms-RTC-SIP-AcpInfo",
,,"6997d68b-4ebf-4b04-89cc-ab5fe3d7f304",,"ms-RTC-SIP-ApplicationContacts",
,,"ffe7cd03-edbf-4675-9b18-85abe24d8dc5",,"ms-RTC-SIP-ApplicationDestination",
,,"82a97e97-1a8d-4d30-8854-929a993d1718",,"ms-RTC-SIP-ApplicationList",
,,"ceaa3d89-0662-47e6-b059-395287dd1702",,"ms-RTC-SIP-ApplicationOptions",
,,"daccdb9e-e521-4a10-99ba-2972f975acf0",,"ms-RTC-SIP-ApplicationPrimaryLanguage",
,,"aa77e76a-7aaf-42f5-9518-0f275f853714",,"ms-RTC-SIP-ApplicationSecondaryLanguages",
,,"b6b74a66-3f39-4b02-bae2-8e2ad8c2f2fb",,"ms-RTC-SIP-ApplicationServer",
,,"36698488-adfa-4ed2-8ea1-da8af40d6d1a",,"ms-RTC-SIP-ApplicationServerBL",
,,"21a52731-964b-4b0c-aeec-629d811bf231",,"ms-RTC-SIP-ApplicationServerPoolLink",
,,"36b46622-d062-4165-9656-4a7e2e7b0b04",,"ms-RTC-SIP-ApplicationServerService",
,,"8e6ea9df-3635-45f2-bad1-ce3a033b0b71",,"ms-RTC-SIP-ApplicationServerSettings",
,,"dd15cc4f-5efd-41ad-ab7e-4ef2eac936c1",,"ms-RTC-SIP-ArchivingEnabled",
,,"c217cce6-f6db-4d10-be92-095799828599",,"ms-RTC-SIP-BackEndServer",
,,"f21c704e-7e95-44d4-89a6-c1af18ba6bac",,"ms-RTC-SIP-ConferenceDirectories",
,,"03432b9a-ef8c-40d2-8b20-496d379f054e",,"ms-RTC-SIP-ConferenceDirectory",
,,"58ccf485-a21b-4d42-be49-e6c5ab4802f3",,"ms-RTC-SIP-ConferenceDirectoryHomePool",
,,"8097e015-5ffb-4f49-93ff-fd29f700e8e1",,"ms-RTC-SIP-ConferenceDirectoryId",
,,"ceff1d77-697e-49f5-b44b-0134504d2e88",,"ms-RTC-SIP-ConferenceDirectoryTargetPool",
,,"d1c5ae5e-3b62-4c41-970e-f0c84326251b",,"ms-RTC-SIP-ConnectionPoint",
,,"b4f3d9af-626c-41b5-a073-61cc1c2046a6",,"ms-RTC-SIP-Default",
,,"ea9091e0-fc29-4c04-8333-363158761a25",,"ms-RTC-SIP-DefaultCWABank",
,,"1cf22a80-491d-4e31-8d21-085d83809f67",,"ms-RTC-SIP-DefaultCWAExternalURL",
,,"279d5ece-0504-4237-8473-ed829987bc0f",,"ms-RTC-SIP-DefaultCWAInternalURL",
,,"aa4f0018-206c-4a2c-82f5-eec3729ac6e3",,"ms-RTC-SIP-DeploymentLocator",
,,"b1e979a9-3eea-e943-aa9a-1bcc9eeb6da7",,"ms-RTC-SIP-Domain",
,,"1ed45c00-86a9-4dfb-9acd-47e05a40cc84",,"ms-RTC-SIP-DomainData",
,,"ed46c95e-f033-6742-82e0-352dfc962227",,"ms-RTC-SIP-DomainName",
,,"8e93c41f-add2-4402-9947-fd4e7750ff9c",,"ms-RTC-SIP-EdgeProxy",
,,"f48d91c6-febf-4568-b327-9d27ea8afd70",,"ms-RTC-SIP-EdgeProxyData",
,,"45d5ae0c-4e63-428a-94b1-9db0a0d19549",,"ms-RTC-SIP-EdgeProxyFQDN",
,,"0b5fd3da-6e11-4064-bb41-913e85fd4c88",,"ms-RTC-SIP-EnterpriseMCUSettings",
,,"7ea875d6-f7b5-4409-8dba-3f647e4d74ab",,"ms-RTC-SIP-EnterpriseMediationServerSettings",
,,"6dd41eb6-0f53-4848-9499-5e3dd5fb3fc6",,"ms-RTC-SIP-EnterpriseServerSettings",
,,"e7e14cc6-ac8b-3946-8d12-d8929698dcd7",,"ms-RTC-SIP-EnterpriseServices",
,,"21e31365-75b3-499e-a777-8cee28932409",,"ms-RTC-SIP-ExtensionData",
,,"d63b4dc0-f005-4bf8-bf50-93fbb4a1a819",,"ms-RTC-SIP-ExternalAccessCode",
,,"0d686b5f-4d5d-41e0-83d5-8180552f04d1",,"ms-RTC-SIP-Federation",
,,"86942dd3-0bf4-4612-af2d-45830b441e47",,"ms-RTC-SIP-FederationEnabled",
,,"1416f568-bc0b-4483-bc59-7fc92149ad30",,"ms-RTC-SIP-FrontEndServers",
,,"d9fcb640-5cd2-4b4e-a86b-7bcb86fb8bc5",,"ms-RTC-SIP-GlobalContainer",
,,"c39a96aa-3d86-48f4-8eb1-e0db14de3678",,"ms-RTC-SIP-GlobalTopologySetting",
,,"2984f473-8f3e-4ac3-8105-ec38b817197a",,"ms-RTC-SIP-GlobalTopologySettings",
,,"c0523af9-1875-4fb6-bff9-392ec4573dfb",,"ms-RTC-SIP-GroupingID",
,,"94abf9ed-4eae-4553-9582-6fcd5cddef42",,"ms-RTC-SIP-InternetAccessEnabled",
,,"eff4870c-3c38-46dd-9f4d-eab72eaccbb2",,"ms-RTC-SIP-Line",
,,"3ef9706b-12d0-4073-8efa-5fec9e0a3146",,"ms-RTC-SIP-LineServer",
,,"16638111-a1c1-4063-b6a8-9c1e7e2027c8",,"ms-RTC-SIP-LocalNormalizationOptions",
,,"0c6d9a03-8804-4f57-ab15-a41845032e63",,"ms-RTC-SIP-LocationContactMapping",
,,"a33fe8ad-6d42-4c88-b0d8-14bde8578365",,"ms-RTC-SIP-LocationContactMappings",
,,"99f9d08a-9319-4557-bc9e-29455418087b",,"ms-RTC-SIP-LocationProfileOptions",
,,"115548a9-d3f2-4d97-9f73-1a90a62375a9",,"ms-RTC-SIP-MCU",
,,"00e2a781-40b3-46b0-9114-7d7b8b6d2363",,"ms-RTC-SIP-MCUData",
,,"b3913ee1-26c0-45eb-98e9-4446ac44921c",,"ms-RTC-SIP-MCUFactories",
,,"5b9d4b0e-26d3-4879-8152-baf9df55f3d3",,"ms-RTC-SIP-MCUFactory",
,,"da691157-3763-468d-89fe-78b0ee57512d",,"ms-RTC-SIP-MCUFactoryAddress",
,,"adbe5ff0-0ef6-45dc-9b48-d9139ab1f96d",,"ms-RTC-SIP-MCUFactoryData",
,,"8a47de9a-a01c-47d0-8b8b-521ea552114e",,"ms-RTC-SIP-MCUFactoryPath",
