PermissionAPI,PermissionName,AdminConsent,ConsentRisk,ConsentDisplayName,ConsentDescription,AdminConsentDisplayName,AdminConsentDescription,DelegatedPermissionId,ApplicationConsentDisplayName,ApplicationConsentDescription,ApplicationPermissionId
"Microsoft Graph","Notes.Read",false,,"Read your OneNote notebooks","Allows the app to read OneNote notebooks on your behalf.","Read user OneNote notebooks","Allows the app to read OneNote notebooks on behalf of the signed-in user.","371361e4-b9e2-4a3f-8315-2a301a3b0a3d",,,
"Microsoft Graph","Notes.Read.All",false,,"Read all OneNote notebooks that you can access","Allows the app to read all the OneNote notebooks that you have access to.","Read all OneNote notebooks that user can access","Allows the app to read OneNote notebooks that the signed-in user has access to in the organization.","dfabfca6-ee36-4db2-8208-7a28381419b3","Read all OneNote notebooks","Allows the app to read all the OneNote notebooks in your organization, without a signed-in user.","3aeca27b-ee3a-4c2b-8ded-80376e2134a4"
"Microsoft Graph","Notes.ReadWrite",false,,"Read and write your OneNote notebooks","Allows the app to read, share, and modify OneNote notebooks on your behalf.","Read and write user OneNote notebooks","Allows the app to read, share, and modify OneNote notebooks on behalf of the signed-in user.","615e26af-c38a-4150-ae3e-c3b0d4cb1d6a",,,
"Microsoft Graph","Notes.ReadWrite.All",false,,"Read and write all OneNote notebooks that you can access","Allows the app to read, share, and modify all the OneNote notebooks that you have access to.","Read and write all OneNote notebooks that user can access","Allows the app to read, share, and modify OneNote notebooks that the signed-in user has access to in the organization.","64ac0503-b4fa-45d9-b544-71a463f05da0","Read and write all OneNote notebooks","Allows the app to read all the OneNote notebooks in your organization, without a signed-in user.","0c458cef-11f3-48c2-a568-c66751c238c0"
"Microsoft Graph","Notes.ReadWrite.CreatedByApp",false,,"Limited access to your OneNote notebooks for this app (preview)","This permission no longer has any effect. You can safely consent to it. No additional privileges will be granted to the app.","Limited notebook access (deprecated)","This is deprecated!  Do not use! This permission no longer has any effect. You can safely consent to it. No additional privileges will be granted to the app.","ed68249d-017c-4df5-9113-e684c7f8760b",,,
"Microsoft Graph","Notifications.ReadWrite.CreatedByApp",false,,"Deliver and manage your notifications for this app","Allows the app to deliver its notifications, on your behalf. Also allows the app to read, update, and delete your notification items for this app.","Deliver and manage user notifications for this app","Allows the app to deliver its notifications on behalf of signed-in users. Also allows the app to read, update, and delete the user's notification items for this app.","89497502-6e42-46a2-8cb2-427fd3df970a",,,
"Microsoft Graph","OnPremisesPublishingProfiles.ReadWrite.All",true,,"Manage on-premises published resources","Allows the app to manage hybrid identity service configuration by creating, viewing, updating and deleting on-premises published resources, on-premises agents and agent groups, on your behalf.","Manage on-premises published resources","Allows the app to manage hybrid identity service configuration by creating, viewing, updating and deleting on-premises published resources, on-premises agents and agent groups, on behalf of the signed-in user.","8c4d5184-71c2-4bf8-bb9d-bc3378c9ad42","Manage on-premises published resources","Allows the app to create, view, update and delete on-premises published resources, on-premises agents and agent groups, as part of a hybrid identity configuration, without a signed in user.","0b57845e-aa49-4e6f-8109-ce654fffa618"
"Microsoft Graph","OnlineMeetingArtifact.Read.All",false,,"Read user's online meeting artifacts","Allows the app to read online meeting artifacts on your behalf.","Read user's online meeting artifacts","Allows the app to read online meeting artifacts on behalf of the signed-in user.","110e5abb-a10c-4b59-8b55-9b4daa4ef743","Read online meeting artifacts","Allows the app to read online meeting artifacts in your organization, without a signed-in user.","df01ed3b-eb61-4eca-9965-6b3d789751b2"
"Microsoft Graph","OnlineMeetingRecording.Read.All",true,,"Read all recordings of online meetings. ","Allows the app to read all recordings of online meetings, on your behalf. ","Read all recordings of online meetings.","Allows the app to read all recordings of online meetings, on behalf of the signed-in user.","190c2bb6-1fdd-4fec-9aa2-7d571b5e1fe3","Read all recordings of online meetings.","Allows the app to read all recordings of all online meetings, without a signed-in user.","a4a08342-c95d-476b-b943-97e100569c8d"
"Microsoft Graph","OnlineMeetingTranscript.Read.All",true,,"Read all transcripts of online meetings.","Allows the app to read all transcripts of online meetings, on your behalf.","Read all transcripts of online meetings. ","Allows the app to read all transcripts of online meetings, on behalf of the signed-in user.","30b87d18-ebb1-45db-97f8-82ccb1f0190c","Read all transcripts of online meetings.","Allows the app to read all transcripts of all online meetings, without a signed-in user.","a4a80d8d-d283-4bd8-8504-555ec3870630"
"Microsoft Graph","OnlineMeetings.Read",false,,"Read your online meetings","Allows the app to read online meeting details on your behalf.","Read user's online meetings","Allows the app to read online meeting details on behalf of the signed-in user.","9be106e1-f4e3-4df5-bdff-e4bc531cbe43",,,
"Microsoft Graph","OnlineMeetings.Read.All",,,,,,,,"Read online meeting details","Allows the app to read online meeting details in your organization, without a signed-in user.","c1684f21-1984-47fa-9d61-2dc8c296bb70"
"Microsoft Graph","OnlineMeetings.ReadWrite",false,,"Read and create your online meetings","Allows the app to read and create online meetings on your behalf.","Read and create user's online meetings","Allows the app to read and create online meetings on behalf of the signed-in user.","a65f2972-a4f8-4f5e-afd7-69ccb046d5dc",,,
"Microsoft Graph","OnlineMeetings.ReadWrite.All",,,,,,,,"Read and create online meetings","Allows the app to read and create online meetings as an application in your organization.","b8bb2037-6e08-44ac-a4ea-4674e010e2a4"
"Microsoft Graph","OrgContact.Read.All",true,,"Read organizational contacts","Allows the app to read all organizational contacts on your behalf.  These contacts are managed by the organization and are different from your personal contacts.","Read organizational contacts","Allows the app to read all organizational contacts on behalf of the signed-in user.  These contacts are managed by the organization and are different from a user's personal contacts.","08432d1b-5911-483c-86df-7980af5cdee0","Read organizational contacts","Allows the app to read all organizational contacts without a signed-in user.  These contacts are managed by the organization and are different from a user's personal contacts.","e1a88a34-94c4-4418-be12-c87b00e26bea"
